route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
04250625-67,20250627,20250627-67-67220,67 - Finch Terminal,,1,eggoG004,388918,1,1,67
04250625-61,20250627,20250627-61-61381,61 - Bloomington GO,,0,eggoG003,388899,1,1,61
04250625-61,20250627,20250627-61-61370,61 - Union Station,,1,eggoG003,388900,1,1,61
04250625-54,20250627,20250627-54-54241,54 - Mount Joy GO,,0,eggoG003,388890,1,1,54
04250625-54,20250627,20250627-54-54180,54 - Hwy. 407 Bus Term,,1,eggoG003,388891,1,1,54
04250625-70,20250627,20250627-70-70110,70B - Old Elm GO,,1,eggoG003,388930,1,1,70B
04250625-68,20250627,20250627-68-68711,68E - East Gwillimbury GO,,0,eggoG002,388920,1,1,68E
04250625-68,20250627,20250627-68-68760,68B - East Gwillimbury GO,,1,eggoG002,388924,1,1,68B
04250625-68,20250627,20250627-68-68321,68 - Barrie Terminal,,0,eggoG002,388926,1,1,68
04250625-68,20250627,20250627-68-68550,68 - Aurora GO,,1,eggoG002,388925,1,1,68
04250625-68,20250627,20250627-68-68101,68B - Barrie Terminal,,0,eggoG002,388927,1,1,68B
04250625-66,20250627,20250627-66-66101,66 - East Gwillimbury GO,,0,eggoG002,388916,1,1,66
04250625-66,20250627,20250627-66-66140,66 - Hwy. 407 Bus Term,,1,eggoG002,388917,1,1,66
04250625-68,20250627,20250627-68-68021,68 - Barrie Terminal,,0,eggoG001,388926,1,1,68
04250625-68,20250627,20250627-68-68130,68B - East Gwillimbury GO,,1,eggoG001,388924,1,1,68B
04250625-56,20250627,20250627-56-56525,56C - Unionville GO,,0,DDS91002,388895,1,1,56C
04250625-56,20250627,20250627-56-56350,56 - Oakville GO,,1,DDS91002,388893,1,1,56
04250625-70,20250627,20250627-70-70760,70D - Mount Joy GO,,1,DDS61004,388931,1,1,70D
04250625-70,20250627,20250627-70-70721,70D - Uxbridge,,0,DDS61004,388933,1,1,70D
04250625-54,20250627,20250627-54-54611,54 - Mount Joy GO,,0,DDS61004,388890,1,1,54
04250625-54,20250627,20250627-54-54540,54 - Hwy. 407 Bus Term,,1,DDS61004,388891,1,1,54
04250625-70,20250627,20250627-70-70460,70D - Mount Joy GO,,1,DDS61004,388931,1,1,70D
04250625-70,20250627,20250627-70-70741,70D - Uxbridge,,0,DDS61003,388933,1,1,70D
04250625-70,20250627,20250627-70-70680,70D - Mount Joy GO,,1,DDS61003,388931,1,1,70D
04250625-70,20250627,20250627-70-70651,70B - Uxbridge,,0,DDS61003,388932,1,1,70B
04250625-61,20250627,20250627-61-61441,61 - Bloomington GO,,0,DDS61003,388899,1,1,61
04250625-61,20250627,20250627-61-61440,61 - Union Station,,1,DDS61003,388900,1,1,61
04250625-66,20250627,20250627-66-66381,66 - East Gwillimbury GO,,0,DDS61002,388916,1,1,66
04250625-66,20250627,20250627-66-66550,66 - Hwy. 407 Bus Term,,1,DDS61002,388917,1,1,66
04250625-70,20250627,20250627-70-70300,70D - Mount Joy GO,,1,DDS61002,388931,1,1,70D
04250625-71,20250627,20250627-71-71171,71 - Uxbridge,,0,DDS61002,388941,1,1,71
04250625-70,20250627,20250627-70-70380,70D - Mount Joy GO,,1,DDS61001,388931,1,1,70D
04250625-70,20250627,20250627-70-70331,70D - Uxbridge,,0,DDS61001,388933,1,1,70D
04250625-70,20250627,20250627-70-70220,70B - Old Elm GO,,1,DDS61001,388930,1,1,70B
04250625-71,20250627,20250627-71-71111,71C - Old Elm GO,,0,DDS61001,388938,1,1,71C
04250625-61,20250627,20250627-61-61050,61 - Union Station,,1,DDS61001,388900,1,1,61
04250625-33,20250627,20250627-33-33740,33F - Mount Pleasant GO,,0,DDS32001,388852,1,1,33F
04250625-48,20250627,20250627-48-48531,48 - U of Guelph,,1,DDS32001,388884,1,1,48
04250625-27,20250627,20250627-27-27411,27B - Meadowvale GO,,1,DDS32001,388813,1,1,27B
04250625-27,20250627,20250627-27-27360,27B - Finch Terminal,,0,DDS32001,388815,1,1,27B
04250625-17,20250627,20250627-17-17781,17 - U of Waterloo,,0,DDS23010,388772,1,1,17
04250625-18,20250627,20250627-18-18721,18 - Hamilton GO,,1,DDS23010,388773,1,1,18
04250625-17,20250627,20250627-17-17520,17 - Hamilton GO,,1,DDS23010,388771,1,1,17
04250625-17,20250627,20250627-17-17661,17 - U of Waterloo,,0,DDS23009,388772,1,1,17
04250625-17,20250627,20250627-17-17470,17 - Hamilton GO,,1,DDS23009,388771,1,1,17
04250625-17,20250627,20250627-17-17601,17 - U of Waterloo,,0,DDS23008,388772,1,1,17
04250625-17,20250627,20250627-17-17430,17 - Hamilton GO,,1,DDS23008,388771,1,1,17
04250625-48,20250627,20250627-48-48271,48 - U of Guelph,,1,DDS23007,388884,1,1,48
04250625-30,20250627,20250627-30-30130,30 - Hwy. 407 Bus Term,,0,DDS23007,388823,1,1,30
04250625-17,20250627,20250627-17-17321,17 - U of Waterloo,,0,DDS23006,388772,1,1,17
04250625-17,20250627,20250627-17-17120,17 - Hamilton GO,,1,DDS23006,388771,1,1,17
04250625-29,20250627,20250627-29-29211,29A - U of Guelph,,1,DDS23005,388820,1,1,29A
04250625-25,20250627,20250627-25-25090,25 - Square One,,0,DDS23005,388805,1,1,25
04250625-25,20250627,20250627-25-25111,25 - U of Waterloo,,1,DDS23004,388809,1,1,25
04250625-17,20250627,20250627-17-17071,17 - U of Waterloo,,0,DDS23003,388772,1,1,17
04250625-25,20250627,20250627-25-25163,25A - U of Waterloo,,1,DDS23002,388810,1,1,25A
04250625-25,20250627,20250627-25-25040,25 - Square One,,0,DDS23002,388805,1,1,25
04250625-17,20250627,20250627-17-17191,17 - U of Waterloo,,0,DDS23001,388772,1,1,17
04250625-17,20250627,20250627-17-17030,17 - Hamilton GO,,1,DDS23001,388771,1,1,17
04250625-29,20250627,20250627-29-29820,29 - Kipling Bus Terminal,,0,DDS21007,388818,1,1,29
04250625-29,20250627,20250627-29-29671,29 - Guelph Central GO,,1,DDS21007,388819,1,1,29
04250625-29,20250627,20250627-29-29600,29 - Kipling Bus Terminal,,0,DDS21007,388818,1,1,29
04250625-36,20250627,20250627-36-36861,36B - Bramalea Term,,1,DDS21006,388857,1,1,36B
04250625-33,20250627,20250627-33-33822,33B - York Mills Term,,0,DDS21006,388851,1,1,33B
04250625-33,20250627,20250627-33-33820,33F - Mount Pleasant GO,,0,DDS21006,388852,1,1,33F
04250625-48,20250627,20250627-48-48591,48 - U of Guelph,,1,DDS21006,388884,1,1,48
04250625-48,20250627,20250627-48-48570,48 - Hwy. 407 Bus Term,,0,DDS21006,388883,1,1,48
04250625-48,20250627,20250627-48-48231,48 - U of Guelph,,1,DDS21004,388884,1,1,48
04250625-48,20250627,20250627-48-48220,48 - Hwy. 407 Bus Term,,0,DDS21004,388883,1,1,48
04250625-29,20250627,20250627-29-29371,29 - Guelph Central GO,,1,DDS21003,388819,1,1,29
04250625-29,20250627,20250627-29-29320,29 - Kipling Bus Terminal,,0,DDS21003,388818,1,1,29
04250625-29,20250627,20250627-29-29121,29 - Guelph Central GO,,1,DDS21003,388819,1,1,29
04250625-33,20250627,20250627-33-33291,33 - U of Guelph,,1,DDS21002,388847,1,1,33
04250625-33,20250627,20250627-33-33150,33 - York Mills Term,,0,DDS21002,388848,1,1,33
04250625-29,20250627,20250627-29-29181,29 - Guelph Central GO,,1,DDS21001,388819,1,1,29
04250625-29,20250627,20250627-29-29130,29 - Kipling Bus Terminal,,0,DDS21001,388818,1,1,29
04250625-40,20250627,20250627-40-40951,40 - Hamilton GO,,1,DDS11002,388865,1,1,40
04250625-19,20250627,20250627-19-19920,19 - Finch Terminal,,0,DDS11002,388788,1,1,19
04250625-21,20250627,20250627-21-21803,21B - Lisgar GO,,1,DDS11002,388797,1,1,21B
04250625-11,20250627,20250627-11-11440,11 - Aldershot GO,,0,DDS11001,388754,1,1,11
04250625-11,20250627,20250627-11-11061,11 - Brock University,,1,DDS11001,388753,1,1,11
04250625-31,20250627,20250627-31-31951,31E - Georgetown GO,,1,bramp016,388827,1,1,31E
04250625-31,20250627,20250627-31-31880,31E - Union Station,,0,bramp016,388831,1,1,31E
04250625-33,20250627,20250627-33-33721,33 - U of Guelph,,1,bramp016,388847,1,1,33
04250625-33,20250627,20250627-33-33580,33A - York Mills Term,,0,bramp016,388844,1,1,33A
04250625-31,20250627,20250627-31-31881,31L - Bramalea GO,,1,bramp015,388826,1,1,31L
04250625-33,20250627,20250627-33-33850,33H - Bramalea GO,,0,bramp015,388855,1,1,33H
04250625-33,20250627,20250627-33-33780,33G - Mount Pleasant GO,,0,bramp015,388849,1,1,33G
04250625-33,20250627,20250627-33-33691,33E - Georgetown GO,,1,bramp015,388854,1,1,33E
04250625-33,20250627,20250627-33-33552,33B - York Mills Term,,0,bramp015,388851,1,1,33B
04250625-27,20250627,20250627-27-27881,27B - Meadowvale GO,,1,bramp014,388813,1,1,27B
04250625-27,20250627,20250627-27-27850,27B - Finch Terminal,,0,bramp014,388815,1,1,27B
04250625-27,20250627,20250627-27-27781,27B - Meadowvale GO,,1,bramp014,388813,1,1,27B
04250625-27,20250627,20250627-27-27740,27B - Finch Terminal,,0,bramp014,388815,1,1,27B
04250625-33,20250627,20250627-33-33641,33E - Georgetown GO,,1,bramp014,388854,1,1,33E
04250625-33,20250627,20250627-33-33492,33B - York Mills Term,,0,bramp014,388851,1,1,33B
04250625-30,20250627,20250627-30-30602,30A - Bramalea GO,,0,bramp013,388821,1,1,30A
04250625-25,20250627,20250627-25-25431,25 - U of Waterloo,,1,bramp013,388809,1,1,25
04250625-38,20250627,20250627-38-38801,38 - Bolton,,0,bramp012,388862,1,1,38
04250625-21,20250627,20250627-21-21540,21C - Union Station,,0,bramp012,388789,1,1,21C
04250625-41,20250627,20250627-41-41421,41C - Square One,,1,bramp012,388868,1,1,41C
04250625-41,20250627,20250627-41-41334,41C - Centennial College,,0,bramp012,388873,1,1,41C
04250625-37,20250627,20250627-37-37822,37B - Brampton Term,,1,bramp011,388861,1,1,37B
04250625-37,20250627,20250627-37-37671,37 - Orangeville,,0,bramp011,388859,1,1,37
04250625-36,20250627,20250627-36-36591,36B - Bramalea Term,,1,bramp011,388857,1,1,36B
04250625-36,20250627,20250627-36-36520,36B - York Mills Term,,0,bramp011,388856,1,1,36B
04250625-32,20250627,20250627-32-32321,32 - Trinity Common,,1,bramp011,388840,1,1,32
04250625-32,20250627,20250627-32-32300,32 - Finch Terminal,,0,bramp011,388842,1,1,32
04250625-19,20250627,20250627-19-19661,19 - Square One,,1,bramp010,388787,1,1,19
04250625-36,20250627,20250627-36-36531,36B - Bramalea Term,,1,bramp010,388857,1,1,36B
04250625-36,20250627,20250627-36-36460,36B - York Mills Term,,0,bramp010,388856,1,1,36B
04250625-36,20250627,20250627-36-36391,36B - Bramalea Term,,1,bramp010,388857,1,1,36B
04250625-36,20250627,20250627-36-36340,36B - York Mills Term,,0,bramp010,388856,1,1,36B
04250625-37,20250627,20250627-37-37611,37 - Orangeville,,0,bramp009,388859,1,1,37
04250625-33,20250627,20250627-33-33561,33B - Mount Pleasant GO,,1,bramp009,388853,1,1,33B
04250625-41,20250627,20250627-41-41294,41C - Centennial College,,0,bramp009,388873,1,1,41C
04250625-37,20250627,20250627-37-37610,37 - Brampton Term,,1,bramp008,388858,1,1,37
04250625-37,20250627,20250627-37-37371,37 - Orangeville,,0,bramp008,388859,1,1,37
04250625-19,20250627,20250627-19-19311,19 - Square One,,1,bramp008,388787,1,1,19
04250625-33,20250627,20250627-33-33202,33E - York Mills Term,,0,bramp008,388850,1,1,33E
04250625-38,20250627,20250627-38-38631,38 - Bolton,,0,bramp007,388862,1,1,38
04250625-41,20250627,20250627-41-41393,41A - Square One,,1,bramp007,388866,1,1,41A
04250625-41,20250627,20250627-41-41242,41A - Pickering GO,,0,bramp007,388872,1,1,41A
04250625-19,20250627,20250627-19-19471,19 - Square One,,1,bramp006,388787,1,1,19
04250625-19,20250627,20250627-19-19410,19 - Finch Terminal,,0,bramp006,388788,1,1,19
04250625-33,20250627,20250627-33-33262,33B - York Mills Term,,0,bramp006,388851,1,1,33B
04250625-37,20250627,20250627-37-37061,37A - Orangeville Mall,,0,bramp006,388860,1,1,37A
04250625-33,20250627,20250627-33-33481,33B - Mount Pleasant GO,,1,bramp005,388853,1,1,33B
04250625-36,20250627,20250627-36-36380,36B - York Mills Term,,0,bramp005,388856,1,1,36B
04250625-36,20250627,20250627-36-36231,36B - Bramalea Term,,1,bramp005,388857,1,1,36B
04250625-36,20250627,20250627-36-36240,36B - York Mills Term,,0,bramp005,388856,1,1,36B
04250625-36,20250627,20250627-36-36130,36B - York Mills Term,,0,bramp005,388856,1,1,36B
04250625-33,20250627,20250627-33-33490,33F - Mount Pleasant GO,,0,bramp004,388852,1,1,33F
04250625-29,20250627,20250627-29-29331,29 - Guelph Central GO,,1,bramp004,388819,1,1,29
04250625-33,20250627,20250627-33-33170,33E - York Mills Term,,0,bramp004,388850,1,1,33E
04250625-29,20250627,20250627-29-29400,29 - Kipling Bus Terminal,,0,bramp003,388818,1,1,29
04250625-29,20250627,20250627-29-29231,29 - Guelph Central GO,,1,bramp003,388819,1,1,29
04250625-33,20250627,20250627-33-33100,33A - York Mills Term,,0,bramp003,388844,1,1,33A
04250625-33,20250627,20250627-33-33320,33F - Mount Pleasant GO,,0,bramp002,388852,1,1,33F
04250625-37,20250627,20250627-37-37270,37 - Brampton Term,,1,bramp001,388858,1,1,37
04250625-37,20250627,20250627-37-37031,37A - Orangeville Mall,,0,bramp001,388860,1,1,37A
04250625-19,20250626,20250626-19-19631,19 - Square One,,1,strvl045,388787,1,1,19
04250625-19,20250626,20250626-19-19500,19 - Finch Terminal,,0,strvl045,388788,1,1,19
04250625-33,20250626,20250626-33-33891,33E - Georgetown GO,,1,strvl044,388854,1,1,33E
04250625-94,20250626,20250626-94-94791,94 - Pickering GO,,0,strvl044,389499,1,1,94
04250625-19,20250626,20250626-19-19731,19 - Square One,,1,strvl044,388787,1,1,19
04250625-19,20250626,20250626-19-19670,19 - Finch Terminal,,0,strvl044,388788,1,1,19
04250625-19,20250626,20250626-19-19591,19 - Square One,,1,strvl044,388787,1,1,19
04250625-27,20250626,20250626-27-27480,27B - Finch Terminal,,0,strvl044,388815,1,1,27B
04250625-21,20250626,20250626-21-21833,21E - Lisgar GO,,1,strvl042,388800,1,1,21E
04250625-21,20250626,20250626-21-21740,21 - Union Station,,0,strvl042,388798,1,1,21
04250625-27,20250626,20250626-27-27581,27A - Milton GO,,1,strvl042,388814,1,1,27A
04250625-27,20250626,20250626-27-27510,27A - Finch Terminal,,0,strvl042,388816,1,1,27A
04250625-25,20250626,20250626-25-25600,25 - Square One,,0,strvl041,388805,1,1,25
04250625-25,20250626,20250626-25-25471,25 - U of Waterloo,,1,strvl041,388809,1,1,25
04250625-29,20250626,20250626-29-29700,29 - Kipling Bus Terminal,,0,strvl040,388818,1,1,29
04250625-29,20250626,20250626-29-29461,29 - Guelph Central GO,,1,strvl040,388819,1,1,29
04250625-21,20250626,20250626-21-21051,21 - Milton GO,,1,strvl002,388799,1,1,21
04250625-21,20250626,20250626-21-21000,21 - Union Station,,0,strvl002,388798,1,1,21
04250625-61,20250626,20250626-61-61961,61 - Bloomington GO,,0,steep035,388899,1,1,61
04250625-33,20250626,20250626-33-33921,33A - Brampton Term,,1,steep035,388845,1,1,33A
04250625-36,20250626,20250626-36-36870,36B - York Mills Term,,0,steep035,388856,1,1,36B
04250625-92,20250626,20250626-92-92760,92 - Yorkdale Term,,1,steep035,389496,1,1,92
04250625-96,20250626,20250626-96-96631,96B - DC Oshawa GO,,0,steep035,389501,1,1,96B
04250625-65,20250626,20250626-65-65881,65E - East Gwillimbury GO,,0,steep034,388902,1,1,65E
04250625-94,20250626,20250626-94-94751,94 - Pickering GO,,0,steep034,389499,1,1,94
04250625-41,20250626,20250626-41-41573,41A - Square One,,1,steep034,388866,1,1,41A
04250625-94,20250626,20250626-94-94921,94 - Pickering GO,,0,steep033,389499,1,1,94
04250625-40,20250626,20250626-40-40831,40 - Hamilton GO,,1,steep033,388865,1,1,40
04250625-47,20250626,20250626-47-47740,47 - Hwy. 407 Bus Term,,0,steep033,388877,1,1,47
04250625-40,20250626,20250626-40-40591,40 - Hamilton GO,,1,steep033,388865,1,1,40
04250625-40,20250626,20250626-40-40920,40 - Richmond Hill Ctr,,0,steep032,388864,1,1,40
04250625-40,20250626,20250626-40-40861,40 - Hamilton GO,,1,steep032,388865,1,1,40
04250625-65,20250626,20250626-65-65941,65E - East Gwillimbury GO,,0,eggoG009,388902,1,1,65E
04250625-65,20250626,20250626-65-65910,65E - Union Station,,1,eggoG009,388904,1,1,65E
04250625-68,20250626,20250626-68-68721,68 - Barrie Terminal,,0,eggoG009,388926,1,1,68
04250625-68,20250626,20250626-68-68830,68 - Aurora GO,,1,eggoG009,388925,1,1,68
04250625-61,20250626,20250626-61-61901,61 - Bloomington GO,,0,eggoG008,388899,1,1,61
04250625-71,20250626,20250626-71-71840,71 - Union Station,,1,eggoG008,388940,1,1,71
04250625-70,20250626,20250626-70-70791,70D - Uxbridge,,0,eggoG008,388933,1,1,70D
04250625-67,20250626,20250626-67-67601,67 - Woodbine/404,,0,eggoG008,388919,1,1,67
04250625-68,20250626,20250626-68-68840,68 - Aurora GO,,1,eggoG007,388925,1,1,68
04250625-68,20250626,20250626-68-68461,68B - Barrie Terminal,,0,eggoG007,388927,1,1,68B
04250625-68,20250626,20250626-68-68680,68B - East Gwillimbury GO,,1,eggoG007,388924,1,1,68B
04250625-68,20250626,20250626-68-68291,68 - Barrie Terminal,,0,eggoG007,388926,1,1,68
04250625-66,20250626,20250626-66-66591,66 - East Gwillimbury GO,,0,eggoG006,388916,1,1,66
04250625-66,20250626,20250626-66-66680,66 - Hwy. 407 Bus Term,,1,eggoG006,388917,1,1,66
04250625-61,20250626,20250626-61-61421,61 - Bloomington GO,,0,eggoG006,388899,1,1,61
04250625-61,20250626,20250626-61-61400,61 - Union Station,,1,eggoG006,388900,1,1,61
04250625-67,20250626,20250626-67-67240,67 - Finch Terminal,,1,eggoG006,388918,1,1,67
04250625-68,20250626,20250626-68-68500,68 - Aurora GO,,1,eggoG005,388925,1,1,68
04250625-68,20250626,20250626-68-68031,68B - Barrie Terminal,,0,eggoG005,388927,1,1,68B
04250625-66,20250626,20250626-66-66321,66 - East Gwillimbury GO,,0,eggoG004,388916,1,1,66
04250625-66,20250626,20250626-66-66460,66 - Hwy. 407 Bus Term,,1,eggoG004,388917,1,1,66
04250625-67,20250626,20250626-67-67220,67 - Finch Terminal,,1,eggoG004,388918,1,1,67
04250625-61,20250626,20250626-61-61381,61 - Bloomington GO,,0,eggoG003,388899,1,1,61
04250625-61,20250626,20250626-61-61370,61 - Union Station,,1,eggoG003,388900,1,1,61
04250625-54,20250626,20250626-54-54241,54 - Mount Joy GO,,0,eggoG003,388890,1,1,54
04250625-54,20250626,20250626-54-54180,54 - Hwy. 407 Bus Term,,1,eggoG003,388891,1,1,54
04250625-70,20250626,20250626-70-70110,70B - Old Elm GO,,1,eggoG003,388930,1,1,70B
04250625-68,20250626,20250626-68-68711,68E - East Gwillimbury GO,,0,eggoG002,388920,1,1,68E
04250625-68,20250626,20250626-68-68760,68B - East Gwillimbury GO,,1,eggoG002,388924,1,1,68B
04250625-68,20250626,20250626-68-68321,68 - Barrie Terminal,,0,eggoG002,388926,1,1,68
04250625-68,20250626,20250626-68-68550,68 - Aurora GO,,1,eggoG002,388925,1,1,68
04250625-68,20250626,20250626-68-68101,68B - Barrie Terminal,,0,eggoG002,388927,1,1,68B
04250625-66,20250626,20250626-66-66101,66 - East Gwillimbury GO,,0,eggoG002,388916,1,1,66
04250625-66,20250626,20250626-66-66140,66 - Hwy. 407 Bus Term,,1,eggoG002,388917,1,1,66
04250625-68,20250626,20250626-68-68021,68 - Barrie Terminal,,0,eggoG001,388926,1,1,68
04250625-68,20250626,20250626-68-68130,68B - East Gwillimbury GO,,1,eggoG001,388924,1,1,68B
04250625-56,20250626,20250626-56-56525,56C - Unionville GO,,0,DDS91002,388895,1,1,56C
04250625-56,20250626,20250626-56-56350,56 - Oakville GO,,1,DDS91002,388893,1,1,56
04250625-96,20250626,20250626-96-96221,96B - DC Oshawa GO,,0,DDS91001,389501,1,1,96B
04250625-96,20250626,20250626-96-96120,96B - Finch Terminal,,1,DDS91001,389502,1,1,96B
04250625-70,20250626,20250626-70-70760,70D - Mount Joy GO,,1,DDS61004,388931,1,1,70D
04250625-70,20250626,20250626-70-70721,70D - Uxbridge,,0,DDS61004,388933,1,1,70D
04250625-54,20250626,20250626-54-54611,54 - Mount Joy GO,,0,DDS61004,388890,1,1,54
04250625-54,20250626,20250626-54-54540,54 - Hwy. 407 Bus Term,,1,DDS61004,388891,1,1,54
04250625-70,20250626,20250626-70-70460,70D - Mount Joy GO,,1,DDS61004,388931,1,1,70D
04250625-70,20250626,20250626-70-70741,70D - Uxbridge,,0,DDS61003,388933,1,1,70D
04250625-70,20250626,20250626-70-70680,70D - Mount Joy GO,,1,DDS61003,388931,1,1,70D
04250625-70,20250626,20250626-70-70651,70B - Uxbridge,,0,DDS61003,388932,1,1,70B
04250625-61,20250626,20250626-61-61441,61 - Bloomington GO,,0,DDS61003,388899,1,1,61
04250625-61,20250626,20250626-61-61440,61 - Union Station,,1,DDS61003,388900,1,1,61
04250625-66,20250626,20250626-66-66381,66 - East Gwillimbury GO,,0,DDS61002,388916,1,1,66
04250625-66,20250626,20250626-66-66550,66 - Hwy. 407 Bus Term,,1,DDS61002,388917,1,1,66
04250625-70,20250626,20250626-70-70300,70D - Mount Joy GO,,1,DDS61002,388931,1,1,70D
04250625-71,20250626,20250626-71-71171,71 - Uxbridge,,0,DDS61002,388941,1,1,71
04250625-70,20250626,20250626-70-70380,70D - Mount Joy GO,,1,DDS61001,388931,1,1,70D
04250625-70,20250626,20250626-70-70331,70D - Uxbridge,,0,DDS61001,388933,1,1,70D
04250625-70,20250626,20250626-70-70220,70B - Old Elm GO,,1,DDS61001,388930,1,1,70B
04250625-71,20250626,20250626-71-71111,71C - Old Elm GO,,0,DDS61001,388938,1,1,71C
04250625-61,20250626,20250626-61-61050,61 - Union Station,,1,DDS61001,388900,1,1,61
04250625-33,20250626,20250626-33-33740,33F - Mount Pleasant GO,,0,DDS32001,388852,1,1,33F
04250625-48,20250626,20250626-48-48531,48 - U of Guelph,,1,DDS32001,388884,1,1,48
04250625-27,20250626,20250626-27-27411,27B - Meadowvale GO,,1,DDS32001,388813,1,1,27B
04250625-27,20250626,20250626-27-27360,27B - Finch Terminal,,0,DDS32001,388815,1,1,27B
04250625-27,20250626,20250626-27-27661,27B - Meadowvale GO,,1,DDS31001,388813,1,1,27B
04250625-27,20250626,20250626-27-27580,27B - Finch Terminal,,0,DDS31001,388815,1,1,27B
04250625-17,20250626,20250626-17-17781,17 - U of Waterloo,,0,DDS23010,388772,1,1,17
04250625-18,20250626,20250626-18-18721,18 - Hamilton GO,,1,DDS23010,388773,1,1,18
04250625-17,20250626,20250626-17-17520,17 - Hamilton GO,,1,DDS23010,388771,1,1,17
04250625-17,20250626,20250626-17-17661,17 - U of Waterloo,,0,DDS23009,388772,1,1,17
04250625-17,20250626,20250626-17-17470,17 - Hamilton GO,,1,DDS23009,388771,1,1,17
04250625-17,20250626,20250626-17-17601,17 - U of Waterloo,,0,DDS23008,388772,1,1,17
04250625-17,20250626,20250626-17-17430,17 - Hamilton GO,,1,DDS23008,388771,1,1,17
04250625-48,20250626,20250626-48-48271,48 - U of Guelph,,1,DDS23007,388884,1,1,48
04250625-30,20250626,20250626-30-30130,30 - Hwy. 407 Bus Term,,0,DDS23007,388823,1,1,30
04250625-17,20250626,20250626-17-17321,17 - U of Waterloo,,0,DDS23006,388772,1,1,17
04250625-17,20250626,20250626-17-17120,17 - Hamilton GO,,1,DDS23006,388771,1,1,17
04250625-29,20250626,20250626-29-29211,29A - U of Guelph,,1,DDS23005,388820,1,1,29A
04250625-25,20250626,20250626-25-25090,25 - Square One,,0,DDS23005,388805,1,1,25
04250625-25,20250626,20250626-25-25111,25 - U of Waterloo,,1,DDS23004,388809,1,1,25
04250625-17,20250626,20250626-17-17071,17 - U of Waterloo,,0,DDS23003,388772,1,1,17
04250625-25,20250626,20250626-25-25163,25A - U of Waterloo,,1,DDS23002,388810,1,1,25A
04250625-25,20250626,20250626-25-25040,25 - Square One,,0,DDS23002,388805,1,1,25
04250625-17,20250626,20250626-17-17191,17 - U of Waterloo,,0,DDS23001,388772,1,1,17
04250625-17,20250626,20250626-17-17030,17 - Hamilton GO,,1,DDS23001,388771,1,1,17
04250625-29,20250626,20250626-29-29820,29 - Kipling Bus Terminal,,0,DDS21007,388818,1,1,29
04250625-29,20250626,20250626-29-29671,29 - Guelph Central GO,,1,DDS21007,388819,1,1,29
04250625-29,20250626,20250626-29-29600,29 - Kipling Bus Terminal,,0,DDS21007,388818,1,1,29
04250625-36,20250626,20250626-36-36861,36B - Bramalea Term,,1,DDS21006,388857,1,1,36B
04250625-33,20250626,20250626-33-33822,33B - York Mills Term,,0,DDS21006,388851,1,1,33B
04250625-33,20250626,20250626-33-33820,33F - Mount Pleasant GO,,0,DDS21006,388852,1,1,33F
04250625-48,20250626,20250626-48-48591,48 - U of Guelph,,1,DDS21006,388884,1,1,48
04250625-48,20250626,20250626-48-48570,48 - Hwy. 407 Bus Term,,0,DDS21006,388883,1,1,48
04250625-48,20250626,20250626-48-48231,48 - U of Guelph,,1,DDS21004,388884,1,1,48
04250625-48,20250626,20250626-48-48220,48 - Hwy. 407 Bus Term,,0,DDS21004,388883,1,1,48
04250625-29,20250626,20250626-29-29371,29 - Guelph Central GO,,1,DDS21003,388819,1,1,29
04250625-29,20250626,20250626-29-29320,29 - Kipling Bus Terminal,,0,DDS21003,388818,1,1,29
04250625-29,20250626,20250626-29-29121,29 - Guelph Central GO,,1,DDS21003,388819,1,1,29
04250625-33,20250626,20250626-33-33291,33 - U of Guelph,,1,DDS21002,388847,1,1,33
04250625-33,20250626,20250626-33-33150,33 - York Mills Term,,0,DDS21002,388848,1,1,33
04250625-29,20250626,20250626-29-29181,29 - Guelph Central GO,,1,DDS21001,388819,1,1,29
04250625-29,20250626,20250626-29-29130,29 - Kipling Bus Terminal,,0,DDS21001,388818,1,1,29
04250625-40,20250626,20250626-40-40951,40 - Hamilton GO,,1,DDS11002,388865,1,1,40
04250625-19,20250626,20250626-19-19920,19 - Finch Terminal,,0,DDS11002,388788,1,1,19
04250625-21,20250626,20250626-21-21803,21B - Lisgar GO,,1,DDS11002,388797,1,1,21B
04250625-11,20250626,20250626-11-11440,11 - Aldershot GO,,0,DDS11001,388754,1,1,11
04250625-11,20250626,20250626-11-11061,11 - Brock University,,1,DDS11001,388753,1,1,11
04250625-31,20250626,20250626-31-31951,31E - Georgetown GO,,1,bramp016,388827,1,1,31E
04250625-31,20250626,20250626-31-31880,31E - Union Station,,0,bramp016,388831,1,1,31E
04250625-33,20250626,20250626-33-33721,33 - U of Guelph,,1,bramp016,388847,1,1,33
04250625-33,20250626,20250626-33-33580,33A - York Mills Term,,0,bramp016,388844,1,1,33A
04250625-31,20250626,20250626-31-31881,31L - Bramalea GO,,1,bramp015,388826,1,1,31L
04250625-33,20250626,20250626-33-33850,33H - Bramalea GO,,0,bramp015,388855,1,1,33H
04250625-33,20250626,20250626-33-33780,33G - Mount Pleasant GO,,0,bramp015,388849,1,1,33G
04250625-33,20250626,20250626-33-33691,33E - Georgetown GO,,1,bramp015,388854,1,1,33E
04250625-33,20250626,20250626-33-33552,33B - York Mills Term,,0,bramp015,388851,1,1,33B
